task,group,priority,route,status,frozen,parent_package_sha,parent_model_sha,parent_memory,parent_params,parent_cost,parent_points,parent_valid,archive_present,archive_valid,archive_sha,archive_memory,archive_params,archive_cost,method_family,archive_transfer_hint,current_winner_source,winner_in_parent,examples_checked,examples_passed,output_shape_rule,input_colors,new_output_colors,rule_category,candidate_name,candidate_sha,candidate_memory,candidate_params,candidate_cost,delta_cost,delta_points,accepted,artifact_path,provenance,rejection_reason,notes
task373,C,P2,parent_winner_compression_then_independent_semantic_rebuild,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,2ab8f9622549f3016e1e6f21d2f3f83639880877ef89aef2695f9c202b967d0e,0,30,30,21.598802618337846,true,true,true,2ab8f9622549f3016e1e6f21d2f3f83639880877ef89aef2695f9c202b967d0e,0,30,30,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,75,75,same_shape,1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task391,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,144417a5fb4f406933f3a8329f67d13d468a16fa63f2f11a12a6d8ce702ff418,135,24,159,19.93109579777977,true,true,true,144417a5fb4f406933f3a8329f67d13d468a16fa63f2f11a12a6d8ce702ff418,135,24,159,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,267,267,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task028,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,3a9df8ceb7069f91d2d26f9296eff2ab67806300d24acd522211f3a804aed65c,0,99,99,20.40488014986541,true,true,true,3a9df8ceb7069f91d2d26f9296eff2ab67806300d24acd522211f3a804aed65c,0,99,99,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task073,D,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ac704419012fdb4ad9b3d016b19131dc20aad28cf8867e4d0121fee4f26f6102,0,24,24,21.821946169652055,true,true,true,ac704419012fdb4ad9b3d016b19131dc20aad28cf8867e4d0121fee4f26f6102,0,24,24,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,15,15,same_shape,0;1;5,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task082,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,e050837db177e7d6b2e5ad5c4cd76bcf19e85a0aedf3fc265056d75870d80446,0,190,190,19.752975927839515,true,true,true,e050837db177e7d6b2e5ad5c4cd76bcf19e85a0aedf3fc265056d75870d80446,0,190,190,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task087,D,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,d4830ee432562703ce0e624377faf58bf72b5433e6b4616e8268be0d20a86dc8,0,5,5,23.3905620875659,true,true,true,d4830ee432562703ce0e624377faf58bf72b5433e6b4616e8268be0d20a86dc8,0,5,5,small_direct_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,same_shape,1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task095,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,05651c20d66acf86fd6952b5887f6e9aed7f0de06a2a12ba19bedb4792f3fd73,0,208,208,19.662461920298682,true,true,true,05651c20d66acf86fd6952b5887f6e9aed7f0de06a2a12ba19bedb4792f3fd73,0,208,208,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,same_shape,0;5,1,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task155,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,0faf6dbc5525fca74bf5f2e0335d3a0691b1edcd44f0463c4c8148d20e1fd979,136,2,138,20.072746314842796,true,true,true,0faf6dbc5525fca74bf5f2e0335d3a0691b1edcd44f0463c4c8148d20e1fd979,136,2,138,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,1;2;3;4;7;8,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task164,D,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,0,30,30,21.598802618337846,true,true,true,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,0,30,30,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,267,267,shape_change,1;6;8,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task166,D,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,5b27fd62c7975ee02404cfb956fcf535d40fba52b6f0b09987d88c744fe4ede8,0,24,24,21.821946169652055,true,true,true,5b27fd62c7975ee02404cfb956fcf535d40fba52b6f0b09987d88c744fe4ede8,0,24,24,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,same_shape,0;8,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task167,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,8eed41c53ef36cb09a52800dcefd1993c6d73394314b4262bd06b20740b1faa2,55,20,75,20.68251188646369,true,true,true,8eed41c53ef36cb09a52800dcefd1993c6d73394314b4262bd06b20740b1faa2,55,20,75,bitpacked_state_logic,pack_boolean_state_before_spatial_materialization,batch13_parent,true,268,268,same_shape,2;3;4,0;5,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task229,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,1bf0d1ce0adb7faed67a410fb441cbb55ec04af37f8edd9742a43a8257f08938,80,100,180,19.807043149109788,true,true,true,1bf0d1ce0adb7faed67a410fb441cbb55ec04af37f8edd9742a43a8257f08938,80,100,180,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,267,267,same_shape,1;2;3;4;6;7;8;9,5,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task236,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b422d6b5c34a300040bd2268aef0d31544cd33ec7c4a233438e9c0f6b598d9d1,96,30,126,20.163718093048523,true,true,true,b422d6b5c34a300040bd2268aef0d31544cd33ec7c4a233438e9c0f6b598d9d1,96,30,126,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,267,267,shape_change,0;1;2;4,3,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task292,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,f5dbb65451bb16d37f5e44041120e559dd95ac030ffb9d13dc5ac7c8850119d5,0,80,80,20.61797336532612,true,true,true,f5dbb65451bb16d37f5e44041120e559dd95ac030ffb9d13dc5ac7c8850119d5,0,80,80,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,28,28,same_shape,0;4,6,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task296,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,693013dcc574bbb81a7f85bba6da0389decacd5544f12162ba4c6858bc5a703e,0,90,90,20.500190329669735,true,true,true,693013dcc574bbb81a7f85bba6da0389decacd5544f12162ba4c6858bc5a703e,0,90,90,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,268,268,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task314,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,91294db3a76db1cf55efd0eeb6e6c475503684a7d282ec1b5611be5a48729242,0,100,100,20.394829814011906,true,true,true,91294db3a76db1cf55efd0eeb6e6c475503684a7d282ec1b5611be5a48729242,0,100,100,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task357,D,P2,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,42ebe5e0ea08962858f8bd082f711a22b5996eea1510d58386b7f0e5e5f19d5c,247,32,279,19.368788218178636,true,true,true,42ebe5e0ea08962858f8bd082f711a22b5996eea1510d58386b7f0e5e5f19d5c,247,32,279,reduction_mask_logic,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,13,13,same_shape,0;1,8,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
