task,file,bytes,sha256,train_examples,arc_gen_examples,test_examples,input_shapes,output_shapes
task209,tasks/task209.json,391200,9c000f9e81c092b3b5572eb60039c00a93fcce33172adcf72ab0773baabd7f46,3,262,1,15x15;15x16;15x17;15x18;15x19;15x20;16x15;16x16;16x17;16x18;16x19;16x20;17x15;17x16;17x17;17x18;17x19;17x20;18x15;18x16;18x17;18x18;18x19;18x20;19x15;19x16;19x17;19x18;19x19;19x20;20x15;20x16;20x17;20x18;20x19;20x20,10x12;10x13;10x14;10x15;10x16;10x17;10x6;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x15;12x16;12x17;12x18;12x19;12x6;12x7;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x18;14x19;14x9;15x11;15x12;15x13;15x15;15x16;15x17;15x7;15x9;16x10;16x12;16x13;16x15;16x16;16x17;16x18;6x13;6x20;7x10;7x13;7x14;7x7;7x9;8x10;8x11;8x13;8x14;8x15;8x16;8x17;8x18;8x19;8x20;8x6;8x8;8x9;9x10;9x11;9x12;9x13;9x14;9x15;9x16;9x18;9x19;9x20;9x7;9x9
task210,tasks/task210.json,33018,38acddfdc8586a03f827a62178162ef3a6073be84f3da18e6cba1d1bb84f22e9,3,262,1,3x3,6x3
task211,tasks/task211.json,46584,ed98de26637d7fa1c70c0f02bcbe77c61dcd15f8d802a2779d28fda93d10df62,3,262,1,3x2,9x4
task212,tasks/task212.json,176259,dd0a770f41d37c185a3e03b84a2dc5b5afe15e9a493150e98c6d7b3531bc75a2,2,262,1,10x10,10x10
task213,tasks/task213.json,242543,6beef9d37ba596526833cc911970e7119521fe6ccf4c7b5b0c47c24d518eda1f,3,261,1,10x10;10x11;10x12;10x13;10x9;11x10;11x11;11x12;11x13;11x14;12x10;12x12;12x13;12x14;12x15;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x16;14x11;14x13;14x14;14x15;14x16;14x17;15x12;15x14;15x15;15x16;15x17;15x18;16x13;16x14;16x15;16x16;16x17;16x18;16x19;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x15;18x17;18x18;18x19;18x20;18x21;19x16;19x17;19x19;19x20;19x21;19x22;20x17;20x18;20x19;20x20;20x22;20x23;21x18;21x19;21x20;21x21;21x22;21x23;21x24;22x19;22x20;22x21;23x20;23x21;24x21;9x10;9x11;9x12;9x9,3x3;4x4;5x5;6x6;7x7
task214,tasks/task214.json,62544,f26df30321cbc7db8189071bc7980900b6234b829dbe0f5c356012a1031b955c,3,262,1,3x11,3x11
task215,tasks/task215.json,374293,01fcadf2bf3fe3a02ae9b84717dfb3a662ca682086e1a550779bdeed345c58ff,2,262,1,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20
task216,tasks/task216.json,395727,72875c4e6e7a43f0b70eec1cfe3af5d41febed3a8ec8f8b184f70518d5b4a1d5,3,262,1,20x20,10x5;10x6;10x7;10x8;10x9;11x10;11x11;11x17;11x4;11x5;11x6;11x8;11x9;12x10;12x11;12x4;12x5;12x6;12x8;13x12;13x4;13x5;13x6;13x7;14x4;14x5;14x6;14x7;14x8;15x4;15x5;15x6;15x7;15x8;16x4;16x5;16x8;16x9;17x4;17x6;17x7;18x5;18x6;18x7;3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;4x10;4x11;4x12;4x13;4x14;4x16;4x17;4x18;4x5;4x6;4x7;4x8;4x9;5x10;5x11;5x12;5x13;5x14;5x15;5x16;5x17;5x18;5x6;5x7;5x8;5x9;6x10;6x11;6x12;6x14;6x15;6x16;6x17;6x5;6x6;6x7;6x8;7x10;7x11;7x12;7x14;7x15;7x17;7x18;7x5;7x6;7x7;7x8;7x9;8x10;8x11;8x12;8x14;8x16;8x18;8x4;8x5;8x6;8x7;8x8;8x9;9x10;9x12;9x13;9x15;9x4;9x5;9x6;9x7;9x8;9x9
task217,tasks/task217.json,145536,286cc027e36d3569ffac98da4b1ff5fdeed33bb3bbefc11e89203732df5b9fb1,3,262,1,9x9,9x9
task218,tasks/task218.json,376108,83e7662b82ad0eea9a6cc1b75f5695ec881f13b061f75058eba5cde1e2068544,3,262,1,21x21,2x2;2x3;3x2;3x3
task219,tasks/task219.json,261059,9ae2ecd538d3ee25a5aee72ea2814fcf0a36975ccebab0767294198e4554cdd9,3,261,1,15x10,15x10
task220,tasks/task220.json,259781,a78347f14fb31a638000f8c8293d959d6064416216db029dd51a3f530b8931fb,4,262,1,10x10;11x11;12x12;13x13;14x14;15x15;16x16;6x6;7x7;8x8;9x9,10x10;11x11;12x12;13x13;14x14;15x15;16x16;6x6;7x7;8x8;9x9
task221,tasks/task221.json,220294,3b94f098cb4b2da228139b160904e7aafde4a7d86b7e5cacbbd047cc898c67d9,4,262,1,3x3,12x12;15x15;18x18;21x21;9x9
task222,tasks/task222.json,432284,b27b1674790b9934c9fc031448b4c26e9a5252dc29b8f9bcb81c97a1bcdd0761,3,262,1,16x16,16x16
task223,tasks/task223.json,84569,4c370fccfaf245b93cc4299e758b0d0868e1bf35ca1b0bc2d95e4a51db6f653a,2,262,1,3x3,9x9
task224,tasks/task224.json,309676,d18ffab820c08f43f28bacae282bd7e7cd4bec8cfdd6950c2d6670f05dd01554,3,262,1,11x11;11x12;11x13;11x14;11x15;11x16;12x11;12x12;12x13;12x14;12x15;12x16;13x11;13x12;13x13;13x14;13x15;13x16;14x11;14x12;14x13;14x14;14x15;14x16;15x11;15x12;15x13;15x14;15x15;15x16;16x11;16x12;16x13;16x14;16x15;16x16,11x11;11x12;11x13;11x14;11x15;11x16;12x11;12x12;12x13;12x14;12x15;12x16;13x11;13x12;13x13;13x14;13x15;13x16;14x11;14x12;14x13;14x14;14x15;14x16;15x11;15x12;15x13;15x14;15x15;15x16;16x11;16x12;16x13;16x14;16x15;16x16
task225,tasks/task225.json,70259,1a416ace7bc61991cd1d16dbd96842c8a65a1bd0c35c29612c2f989b1ba42eb8,3,261,1,6x6,6x6
task226,tasks/task226.json,88479,c9226b8e20c6e6c0be3e0164a692af155a6056944610496e50a266319833e40a,3,129,1,10x10,10x10
task227,tasks/task227.json,51565,32a5e5a4552cf0c8e9313d6779b6966a3995576f0f8d485b0266aac9ba5ff531,4,262,1,8x4,4x4
task228,tasks/task228.json,176924,0cbdbf56686521eeb870a1377b497037fcb59ad88255230ca97eaaa6bc5f605a,3,262,1,10x10,10x10
task229,tasks/task229.json,24331,752e54d1be0557912de57a7de8fc70dbde7c4b054dac81c25a2b5672bf9732f0,4,262,1,3x3,3x3
task230,tasks/task230.json,291654,0461e5fd69534dafd4c6ce06846dc52f148f687fb620377f181d3f63f29ce5a2,3,262,1,10x10;15x15,10x10;15x15
task231,tasks/task231.json,106504,c78120a6a7cdb0f42e5658bb3ace3df0ef41a252ce40eabe396e81ddb4af05e9,3,262,1,5x10;5x6;5x7;5x8;5x9,5x12;5x14;5x16;5x18;5x20
task232,tasks/task232.json,189906,9228f1e5bb17d0e6dfdfa714d5b3c922d586f9e9690e2433c7798ad06522b82e,3,262,1,10x10;10x11;10x12;10x13;10x14;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x7;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x7;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x7;13x8;13x9;14x10;14x11;14x12;14x13;14x14;14x7;14x8;14x9;7x10;7x11;7x12;7x13;7x14;7x7;7x8;7x9;8x10;8x11;8x12;8x13;8x14;8x7;8x8;8x9;9x11;9x12;9x13;9x14;9x7;9x8;9x9,10x10;10x11;10x12;10x13;10x14;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x7;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x7;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x7;13x8;13x9;14x10;14x11;14x12;14x13;14x14;14x7;14x8;14x9;7x10;7x11;7x12;7x13;7x14;7x7;7x8;7x9;8x10;8x11;8x12;8x13;8x14;8x7;8x8;8x9;9x11;9x12;9x13;9x14;9x7;9x8;9x9
task233,tasks/task233.json,636608,e6372fd94fcf32352c7d894d42864b518b104b27b3f073033dadf4c63b330490,3,262,1,13x19;13x25;14x20;14x23;15x16;15x19;15x20;15x21;15x25;16x12;16x19;16x24;16x25;16x27;17x14;17x17;17x18;17x19;17x26;17x27;17x28;17x29;18x18;18x19;18x23;18x24;18x26;18x27;18x28;19x13;19x15;19x16;19x20;19x21;19x22;19x24;19x25;19x26;19x27;19x28;19x29;20x10;20x17;20x19;20x20;20x21;20x22;20x23;20x25;20x26;20x27;20x28;21x18;21x19;21x21;21x22;21x23;21x24;21x26;21x28;21x29;22x17;22x19;22x20;22x21;22x22;22x24;22x25;23x16;23x19;23x20;23x21;23x22;23x24;23x25;23x26;23x27;23x28;23x29;23x30;24x16;24x19;24x20;24x21;24x22;24x23;24x24;24x25;24x26;24x27;24x28;25x20;25x21;25x23;25x24;25x25;25x26;25x27;25x28;25x30;26x13;26x17;26x18;26x19;26x21;26x22;26x23;26x24;26x25;26x26;26x27;26x28;26x29;26x30;27x17;27x18;27x19;27x20;27x22;27x23;27x24;27x25;27x26;27x28;27x29;27x30;28x17;28x18;28x19;28x21;28x23;28x24;28x25;28x26;28x27;28x28;29x19;29x20;29x22;29x23;29x25;29x27;29x28;29x30;30x17;30x20;30x21;30x22;30x23;30x24;30x26;30x28;30x29;30x30,10x10;10x11;10x13;10x14;10x15;10x16;10x17;10x18;10x19;10x20;10x8;11x10;11x11;11x12;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;11x8;11x9;12x12;12x13;12x14;12x16;12x17;12x19;12x9;13x12;13x13;13x14;13x15;13x16;13x17;13x19;13x20;14x12;14x13;14x14;14x15;14x17;14x18;14x19;14x20;14x9;15x10;15x11;15x12;15x15;15x16;15x17;15x18;15x19;15x20;15x8;16x10;16x11;16x12;16x14;16x15;16x16;16x17;16x18;16x19;16x20;16x8;16x9;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x18;17x19;17x20;17x9;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;18x8;18x9;19x10;19x11;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x20;19x8;19x9;20x11;20x12;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20;20x9;8x12;8x13;8x15;8x16;8x18;8x19;8x20;8x8;9x11;9x12;9x15;9x16;9x17;9x18;9x19;9x8;9x9
task234,tasks/task234.json,462730,ee9e305f537e716692e474002ca3e5d60f5065ebc9a9c8ebce9b4ac56431c888,3,262,1,12x15;12x16;12x17;12x18;12x19;12x20;13x15;13x16;13x17;13x18;13x19;13x20;14x15;14x17;14x19;14x20;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;20x12;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20,12x15;12x16;12x17;12x18;12x19;12x20;13x15;13x16;13x17;13x18;13x19;13x20;14x15;14x17;14x19;14x20;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;20x12;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20
task235,tasks/task235.json,16180,3eafd179724b85fd0460d2474b13363298468fed797a743177dead104e308257,4,64,1,4x14,3x3
task236,tasks/task236.json,55303,ee54f6e49391f1a5fb1413a503b73cea34834171ce7466879684fe97d8e53738,4,262,1,9x4,4x4
task237,tasks/task237.json,69092,313e601a06b76f2fdc99fe217a4809d2ba787a90d9fcea7e291ee7db52171fe3,4,261,1,3x3;3x4;3x5;3x6;3x7;3x8;3x9;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x3;6x4;6x5;6x6;6x7;6x8;6x9;7x3;7x4;7x5;7x6;7x7;7x8;7x9;8x3;8x4;8x5;8x6;8x7;8x8;8x9;9x3;9x4;9x5;9x6;9x7;9x8;9x9,3x3;3x4;3x5;3x6;3x7;3x8;3x9;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x3;6x4;6x5;6x6;6x7;6x8;6x9;7x3;7x4;7x5;7x6;7x7;7x8;7x9;8x3;8x4;8x5;8x6;8x7;8x8;8x9;9x3;9x4;9x5;9x6;9x7;9x8;9x9
task238,tasks/task238.json,227107,f255c3b90667a7fe74b56c0a02e57dfac164d41552f6bf1218b1e14b2b390be4,3,262,1,14x14;14x15;14x16;15x14;15x15;15x16;16x14;16x15;16x16,5x5;6x6;7x7
task239,tasks/task239.json,37530,bfc6345021488301b8e125c3fed602616409baceb0fdec7e5826dc944a95d1cd,4,262,1,3x3;3x4;4x3;4x4,10x2;10x3;10x4;12x2;12x3;4x3;5x2;5x3;5x4;6x2;6x3;6x4;6x5;7x2;7x3;7x4;8x2;8x3;8x4;9x2;9x3
task240,tasks/task240.json,603056,27a5ab348ff83ebe186f8edcc8c51d6a37cc07d945c79f03239a9a970b07a117,3,262,1,19x19,19x19
task241,tasks/task241.json,77248,85911f8a85c9d7e44c35f73745e54790f5a91622e86634a351db1827072fea3f,3,262,1,3x3;4x4;5x5;6x6;7x7;8x8;9x9,3x3;4x4;5x5;6x6;7x7;8x8;9x9
task242,tasks/task242.json,228262,cea1028f04347a7f551b799b85e8a6d162731839a06b8d5cf1059bd2fb0eff19,3,262,1,16x16,3x3
task243,tasks/task243.json,378669,d5cdeee353942639d3b069dbdb48148960fdf7631d4f83d32cbed21a237ac7de,3,261,1,12x12;13x13;14x14;15x15;16x16;17x17;18x18,12x12;13x13;14x14;15x15;16x16;17x17;18x18
task244,tasks/task244.json,216826,e6ab0c1fd0fc3e48248ac4018a5d50cb725b865cc7a6e4e1255ded680073f779,3,262,1,11x11;14x14;15x15;17x17;19x19;23x23;8x8,3x3;4x4
task245,tasks/task245.json,130043,b1df3d8fcccca0fd099ecd6d1380c1291ba351d3aec0ae6751ac870a24275e43,4,262,1,10x10;10x7;10x8;10x9;7x10;7x7;7x8;7x9;8x10;8x7;8x8;8x9;9x10;9x7;9x8;9x9,10x10;10x7;10x8;10x9;7x10;7x7;7x8;7x9;8x10;8x7;8x8;8x9;9x10;9x7;9x8;9x9
task246,tasks/task246.json,375162,73c95ffcb6e3417542c8717bf18aa960c2db1967ab7da381fb435fdd10ec793e,3,262,1,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20
task247,tasks/task247.json,102341,5263f7a9b6107472741f30823027cdd66e529ae84ac4148d797518590fb9cba1,6,262,1,10x10,3x1;3x2;3x3;4x1;4x2;4x3;5x1;5x2;5x3;6x1;6x2;6x3;9x2
task248,tasks/task248.json,4959,fabb0a34470a607178db595298fd97321ab0f8a5e6d892586547b074c8f82292,3,9,1,10x10;10x2;10x3;10x4;10x5;10x6;10x7;10x8;10x9,10x10;10x2;10x3;10x4;10x5;10x6;10x7;10x8;10x9
task249,tasks/task249.json,49343,aaeb9800f0bd9b605a33e33642e1904140e97770b1b51a2d3e6234727fcf1e0c,3,261,1,3x3;3x4;3x5;4x3;4x4;4x5;5x3;5x4;5x5,3x10;3x6;3x8;4x10;4x6;4x8;5x10;5x6;5x8
task250,tasks/task250.json,176259,3cc996f2df92fc5fbd873d987db3c959246ad88842f07b99620cf2c155dc5d9c,2,262,1,10x10,10x10
task251,tasks/task251.json,204780,d9d10bd2463cd8f0ad354b94f3e4113db6f74940aa8b43b07987cafdd8c767ef,3,262,1,10x10;11x11;12x12;8x8;9x9,10x10;11x11;12x12;8x8;9x9
task252,tasks/task252.json,178118,e7dc4a1f7e60b7343dd9db382ba95650b9911a43f4386ee36f5bbb11a4ffba7b,3,262,1,10x10;11x11;12x12;13x13;14x14;15x15;3x3;4x4;5x5;6x6;7x7;8x8;9x9,10x10;11x11;12x12;13x13;14x14;15x15;3x3;4x4;5x5;6x6;7x7;8x8;9x9
task253,tasks/task253.json,162744,0eadf710d7c31b7808103f6127ff8a93e60f047dd2181adaeb9ef0ca6170d32f,2,262,1,13x13,4x4
task254,tasks/task254.json,144989,3953c42982913726b2dd7b1a0eae9fece27db38dbf6907a4f6bcb66ba475b0ee,2,262,1,9x9,9x9
task255,tasks/task255.json,1469459,2a6c8e6897b17468431a0af7a36412c96463c20f0251a16f2c9f9df259542661,3,261,1,30x30,30x30
task256,tasks/task256.json,150946,77d3e371b6c40f7e299fd40363b0b14213aaf88d55e73c535e1cd1b60ce84b34,3,262,1,10x10;10x11;10x12;10x13;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x8;11x9;12x10;12x11;12x12;12x13;12x9;13x10;13x11;13x12;13x13;4x4;4x5;4x6;4x7;5x4;5x5;5x6;5x7;5x8;6x4;6x5;6x6;6x7;6x8;6x9;7x10;7x4;7x5;7x6;7x7;7x8;7x9;8x10;8x11;8x5;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x6;9x7;9x8;9x9,10x10;10x11;10x12;10x13;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x8;11x9;12x10;12x11;12x12;12x13;12x9;13x10;13x11;13x12;13x13;4x4;4x5;4x6;4x7;5x4;5x5;5x6;5x7;5x8;6x4;6x5;6x6;6x7;6x8;6x9;7x10;7x4;7x5;7x6;7x7;7x8;7x9;8x10;8x11;8x5;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x6;9x7;9x8;9x9
task257,tasks/task257.json,92032,4974ba11581e3525e55d3387e1e88f4d85ebdabfc582726414a2119c48df4fd3,6,262,1,9x9,4x4
task258,tasks/task258.json,112236,8b42b3447c0d2cf6f4ff97023525f72aec72dd93c05bece82e624363f681330c,3,262,1,10x10;5x5;6x6;7x7;8x8;9x9,10x10;5x5;6x6;7x7;8x8;9x9
task259,tasks/task259.json,45212,d84e1ed840ce0c180388e6e942659c0a2a4ca2a65389f3d840a1341db0bbc587,3,262,1,5x5;5x6;5x7;6x5;6x6;6x7;7x5;7x6;7x7,2x2;2x3;3x2;3x3
task260,tasks/task260.json,176924,a31a6b239e8e18c1931f469cd7700d9a9e0083a3a19d9e8452edbb742f686c8f,3,262,1,10x10,10x10
task261,tasks/task261.json,62465,ab263e58c5aaf9699bb7fba0f2249636840354546f2ddb34717c3c7fee274e8f,3,261,1,3x3;4x4;5x5;6x6;7x7,3x3;4x4;5x5;6x6;7x7
task262,tasks/task262.json,1035,eb86f70c9b994ce93619bdc6c6d114b90da1d2b7ce04a39fc16d09a696830abd,4,6,1,3x3,3x3
task263,tasks/task263.json,47998,c548f251a2d4946f3efa16bd6d3e0f56f2b3b19329dbc2eee356b808e10a8f13,4,262,1,12x3;15x3;3x12;3x15;3x9;9x3,3x3
task264,tasks/task264.json,276655,424abf8ab2e2533bf11d493d3405751aac4dc9029c9c7936d6968deb7ddc4e1e,2,262,1,14x14;14x15;14x16;15x14;15x15;15x16;16x14;16x15;16x16,9x9
task265,tasks/task265.json,542940,f1ea76204800f2fe0d340d0fcb1bbdca90b2651a7feeafa350e0010f6705c5dc,3,262,1,18x18,18x18
task266,tasks/task266.json,2574,671c810d5e9e50672c0afcb17788f60a4e96e3c6183d575a388e15ac0d1c4872,4,15,1,3x5,3x5
task267,tasks/task267.json,91642,cfb16884357dc0811c0eb880abb162f60cbef3e6d2e391180e4548a76316876f,2,261,1,7x7,7x7
task268,tasks/task268.json,110720,67ae48d7c7ea29de4ef89dd1ff193a4d82689d322e0a7956f0076880cad5ddd8,3,262,1,10x10;5x5;6x6;7x7;8x8;9x9,10x10;5x5;6x6;7x7;8x8;9x9
task269,tasks/task269.json,222228,013e42969c5508d705d2f2f5c7472dbb4a53c01594c504fae649087b7cd7e22e,3,262,1,3x3,12x12;15x15;18x18;21x21;24x24;6x6;9x9
task270,tasks/task270.json,381744,5e47314d216c75e1b3765bebb410b2e2584a1a462a304df669d08c56e5d345fb,3,262,1,15x15,15x15
task271,tasks/task271.json,85207,f8bbbe0c23f45d3ed8c9bc09769479249a54195a2469c3e6e59b32b96c17cddd,4,262,1,9x9,3x3
task272,tasks/task272.json,37881,7031268beece6db6ecdd19a18b2297b536fffd1b7734bc3e5c2747c057c86e8d,4,262,1,3x3;3x4;3x5;4x3;4x4;4x5;5x3;5x4;5x5,3x3;3x4;3x5;4x3;4x4;4x5;5x3;5x4;5x5
task273,tasks/task273.json,176924,826853a38c70a38030b681831161f5913e2948d0a4ab7158dfe27268b33a9fff,3,262,1,10x10,10x10
task274,tasks/task274.json,85467,e517a2da3508ac9318cdb72ba59785b2b1ee540d72f7fac152b8af59db31027b,6,262,1,10x10;10x11;10x12;10x6;10x7;10x8;10x9;11x10;11x11;11x12;11x6;11x7;11x8;11x9;12x10;12x11;12x6;12x7;12x8;12x9;13x10;13x11;13x6;13x7;13x8;13x9;14x10;14x12;14x6;14x7;14x8;14x9;4x11;4x12;4x6;5x10;5x11;5x12;5x6;5x7;5x8;5x9;6x10;6x11;6x12;6x6;6x7;6x8;6x9;7x10;7x11;7x12;7x6;7x7;7x8;7x9;8x10;8x11;8x12;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x6;9x7;9x8;9x9,3x3
task275,tasks/task275.json,167568,618f8004c0cb2f848d111b7d8883b161ba91c6621a6cf61427fe0fb3c9fc9d69,3,262,1,3x6;4x8;6x3;8x4,16x16;9x9
task276,tasks/task276.json,51988,1d787c01ee811685af85011ae23bfca0d68ae7338dfb6029df668e151224280c,3,262,1,3x4;3x6;4x4;4x5;4x6;5x4;5x5;5x6;6x4;6x5;6x6,3x4;3x6;4x4;4x5;4x6;5x4;5x5;5x6;6x4;6x5;6x6
task277,tasks/task277.json,176924,746c1f67d8d16683fa8df0f6e25bdef668e60778a3ba520126433c6c6c942981,3,262,1,10x10,10x10
task278,tasks/task278.json,453771,f6c5aa1ccf3fb520b233b5a646e259e2edf7a143f46bfa756eadc153c41c862e,2,262,1,15x15;15x16;15x17;15x18;16x15;16x16;16x17;16x18;17x15;17x16;17x17;17x18;18x15;18x16;18x17;18x18,15x15;15x16;15x17;15x18;16x15;16x16;16x17;16x18;17x15;17x16;17x17;17x18;18x15;18x16;18x17;18x18
task279,tasks/task279.json,348440,3eeab5d21e04df50063f72ac05c444a08f487732d4a09b52305606b4060605de,4,261,1,10x10;10x11;10x12;10x14;10x15;10x16;11x11;11x12;11x13;11x14;11x15;12x11;12x12;12x13;12x14;12x15;12x16;13x11;13x12;13x13;13x14;13x15;13x16;14x10;14x11;14x12;14x13;14x14;14x15;14x16;15x10;15x11;15x12;15x13;15x14;15x15;15x16;16x10;16x11;16x12;16x13;16x14;16x15;16x16;9x11,10x10;10x11;10x12;10x14;10x15;10x16;11x11;11x12;11x13;11x14;11x15;12x11;12x12;12x13;12x14;12x15;12x16;13x11;13x12;13x13;13x14;13x15;13x16;14x10;14x11;14x12;14x13;14x14;14x15;14x16;15x10;15x11;15x12;15x13;15x14;15x15;15x16;16x10;16x11;16x12;16x13;16x14;16x15;16x16;9x11
task280,tasks/task280.json,519829,98be818aa559f2a6ec49fea9574ec9cd42cb40e2065574fa2d43c7ee6dadba15,4,262,1,10x10;20x20,10x10;20x20
task281,tasks/task281.json,249880,b8cedf567ac8c903312c2bee48b2c45d00ac709137bfa8d2cf047a1c7e5389be,3,262,1,11x11;11x12;11x13;12x11;12x12;12x13;13x11;13x12;13x13,11x11;11x12;11x13;12x11;12x12;12x13;13x11;13x12;13x13
task282,tasks/task282.json,144989,d04429e534af8caedf20760d476167ad7960c07d04d104f0176b13d11c6939f3,2,262,1,9x9,9x9
task283,tasks/task283.json,176259,2a4ed70a6983285894bd9b6fc50808ee3453cb7636884c1bd3fc9e55d7425e28,2,262,1,10x10,10x10
